codigo,municipio,capitulo_cid10,internacoes
350670,BOA ESPERANCA DO SUL,Cap 09,15.0
350670,BOA ESPERANCA DO SUL,Cap 10,47.0
350670,BOA ESPERANCA DO SUL,Cap 11,5.0
350670,BOA ESPERANCA DO SUL,Cap 12,5.0
350670,BOA ESPERANCA DO SUL,Cap 13,1.0
350670,BOA ESPERANCA DO SUL,Cap 14,27.0
350670,BOA ESPERANCA DO SUL,Cap 18,2.0
350680,BOCAINA,Cap 01,12.0
350680,BOCAINA,Cap 02,21.0
350680,BOCAINA,Cap 03,1.0
350680,BOCAINA,Cap 04,2.0
350680,BOCAINA,Cap 06,1.0
350680,BOCAINA,Cap 09,15.0
350680,BOCAINA,Cap 10,52.0
350680,BOCAINA,Cap 11,26.0
350680,BOCAINA,Cap 12,18.0
350680,BOCAINA,Cap 14,10.0
350700,BOITUVA,Cap 01,40.0
350700,BOITUVA,Cap 02,44.0
350700,BOITUVA,Cap 03,36.0
350700,BOITUVA,Cap 04,30.0
350700,BOITUVA,Cap 05,48.0
350700,BOITUVA,Cap 06,16.0
350700,BOITUVA,Cap 08,1.0
350700,BOITUVA,Cap 09,126.0
350700,BOITUVA,Cap 10,241.0
350700,BOITUVA,Cap 11,253.0
350700,BOITUVA,Cap 12,87.0
350700,BOITUVA,Cap 13,31.0
350700,BOITUVA,Cap 14,176.0
350700,BOITUVA,Cap 15,662.0
350700,BOITUVA,Cap 16,57.0
350700,BOITUVA,Cap 17,6.0
350700,BOITUVA,Cap 18,8.0
350700,BOITUVA,Cap 19,208.0
350700,BOITUVA,Cap 21,175.0
350710,BOM JESUS DOS PERDOES,Cap 01,13.0
350710,BOM JESUS DOS PERDOES,Cap 02,1.0
350710,BOM JESUS DOS PERDOES,Cap 03,4.0
350710,BOM JESUS DOS PERDOES,Cap 04,9.0
350710,BOM JESUS DOS PERDOES,Cap 05,17.0
350710,BOM JESUS DOS PERDOES,Cap 06,1.0
350710,BOM JESUS DOS PERDOES,Cap 09,28.0
350710,BOM JESUS DOS PERDOES,Cap 10,57.0
350710,BOM JESUS DOS PERDOES,Cap 11,6.0
350710,BOM JESUS DOS PERDOES,Cap 12,15.0
350710,BOM JESUS DOS PERDOES,Cap 13,3.0
350710,BOM JESUS DOS PERDOES,Cap 14,34.0
350710,BOM JESUS DOS PERDOES,Cap 18,5.0
350710,BOM JESUS DOS PERDOES,Cap 19,2.0
350710,BOM JESUS DOS PERDOES,Cap 21,1.0
350740,BORBOREMA,Cap 01,30.0
350740,BORBOREMA,Cap 02,24.0
350740,BORBOREMA,Cap 03,24.0
350740,BORBOREMA,Cap 04,20.0
350740,BORBOREMA,Cap 05,6.0
350740,BORBOREMA,Cap 06,6.0
350740,BORBOREMA,Cap 08,1.0
350740,BORBOREMA,Cap 09,96.0
350740,BORBOREMA,Cap 10,188.0
350740,BORBOREMA,Cap 11,144.0
350740,BORBOREMA,Cap 12,50.0
350740,BORBOREMA,Cap 13,8.0
350740,BORBOREMA,Cap 14,161.0
350740,BORBOREMA,Cap 15,77.0
350740,BORBOREMA,Cap 16,3.0
350740,BORBOREMA,Cap 17,1.0
350740,BORBOREMA,Cap 18,10.0
350740,BORBOREMA,Cap 19,10.0
350740,BORBOREMA,Cap 21,1.0
350750,BOTUCATU,Cap 01,2323.0
350750,BOTUCATU,Cap 02,3222.0
350750,BOTUCATU,Cap 03,161.0
350750,BOTUCATU,Cap 04,622.0
350750,BOTUCATU,Cap 05,819.0
350750,BOTUCATU,Cap 06,658.0
350750,BOTUCATU,Cap 07,986.0
350750,BOTUCATU,Cap 08,66.0
350750,BOTUCATU,Cap 09,4210.0
350750,BOTUCATU,Cap 10,2722.0
350750,BOTUCATU,Cap 11,3489.0
350750,BOTUCATU,Cap 12,621.0
350750,BOTUCATU,Cap 13,453.0
350750,BOTUCATU,Cap 14,2473.0
350750,BOTUCATU,Cap 15,2650.0
350750,BOTUCATU,Cap 16,819.0
350750,BOTUCATU,Cap 17,338.0
350750,BOTUCATU,Cap 18,754.0
350750,BOTUCATU,Cap 19,2736.0
350750,BOTUCATU,Cap 21,535.0
350760,BRAGANCA PAULISTA,Cap 01,743.0
350760,BRAGANCA PAULISTA,Cap 02,1148.0
350760,BRAGANCA PAULISTA,Cap 03,101.0
350760,BRAGANCA PAULISTA,Cap 04,266.0
350760,BRAGANCA PAULISTA,Cap 05,159.0
350760,BRAGANCA PAULISTA,Cap 06,259.0
350760,BRAGANCA PAULISTA,Cap 07,636.0
350760,BRAGANCA PAULISTA,Cap 08,47.0
350760,BRAGANCA PAULISTA,Cap 09,2399.0
350760,BRAGANCA PAULISTA,Cap 10,1051.0
350760,BRAGANCA PAULISTA,Cap 11,1966.0
350760,BRAGANCA PAULISTA,Cap 12,170.0
350760,BRAGANCA PAULISTA,Cap 13,343.0
350760,BRAGANCA PAULISTA,Cap 14,1799.0
350760,BRAGANCA PAULISTA,Cap 15,2947.0
350760,BRAGANCA PAULISTA,Cap 16,384.0
350760,BRAGANCA PAULISTA,Cap 17,152.0
350760,BRAGANCA PAULISTA,Cap 18,344.0
350760,BRAGANCA PAULISTA,Cap 19,2621.0
350760,BRAGANCA PAULISTA,Cap 21,1112.0
350790,BROTAS,Cap 01,53.0
350790,BROTAS,Cap 02,11.0
350790,BROTAS,Cap 03,7.0
350790,BROTAS,Cap 04,17.0
350790,BROTAS,Cap 05,1.0
350790,BROTAS,Cap 06,4.0
350790,BROTAS,Cap 09,42.0
350790,BROTAS,Cap 10,199.0
350790,BROTAS,Cap 11,16.0
350790,BROTAS,Cap 12,10.0
350790,BROTAS,Cap 13,7.0
350790,BROTAS,Cap 14,44.0
350790,BROTAS,Cap 15,125.0
350790,BROTAS,Cap 16,12.0
350790,BROTAS,Cap 17,1.0
350790,BROTAS,Cap 19,122.0
350790,BROTAS,Cap 21,30.0
350810,BURITAMA,Cap 01,58.0
350810,BURITAMA,Cap 02,32.0
350810,BURITAMA,Cap 03,35.0
350810,BURITAMA,Cap 04,32.0
350810,BURITAMA,Cap 05,24.0
350810,BURITAMA,Cap 06,11.0
350810,BURITAMA,Cap 08,2.0
350810,BURITAMA,Cap 09,140.0
350810,BURITAMA,Cap 10,230.0
350810,BURITAMA,Cap 11,527.0
350810,BURITAMA,Cap 12,6.0
350810,BURITAMA,Cap 13,2.0
350810,BURITAMA,Cap 14,125.0
350810,BURITAMA,Cap 15,144.0
350810,BURITAMA,Cap 16,14.0
350810,BURITAMA,Cap 17,1.0
350810,BURITAMA,Cap 18,18.0
350810,BURITAMA,Cap 19,96.0
350810,BURITAMA,Cap 21,3.0
350840,CABREUVA,Cap 01,38.0
350840,CABREUVA,Cap 02,12.0
350840,CABREUVA,Cap 03,16.0
350840,CABREUVA,Cap 04,20.0
350840,CABREUVA,Cap 05,44.0
350840,CABREUVA,Cap 06,4.0
350840,CABREUVA,Cap 09,70.0
350840,CABREUVA,Cap 10,117.0
350840,CABREUVA,Cap 11,31.0
350840,CABREUVA,Cap 12,17.0
350840,CABREUVA,Cap 13,8.0
350840,CABREUVA,Cap 14,95.0
350840,CABREUVA,Cap 15,218.0
350840,CABREUVA,Cap 16,13.0
350840,CABREUVA,Cap 18,51.0
350840,CABREUVA,Cap 19,13.0
350840,CABREUVA,Cap 21,152.0
350850,CACAPAVA,Cap 01,138.0
350850,CACAPAVA,Cap 02,88.0
350850,CACAPAVA,Cap 03,30.0
350850,CACAPAVA,Cap 04,163.0
350850,CACAPAVA,Cap 05,2.0
350850,CACAPAVA,Cap 06,60.0
350850,CACAPAVA,Cap 07,2.0
350850,CACAPAVA,Cap 08,5.0
350850,CACAPAVA,Cap 09,539.0
350850,CACAPAVA,Cap 10,504.0
350850,CACAPAVA,Cap 11,611.0
350850,CACAPAVA,Cap 12,69.0
350850,CACAPAVA,Cap 13,50.0
350850,CACAPAVA,Cap 14,358.0
350850,CACAPAVA,Cap 15,541.0
350850,CACAPAVA,Cap 16,22.0
350850,CACAPAVA,Cap 17,9.0
350850,CACAPAVA,Cap 18,66.0
350850,CACAPAVA,Cap 19,627.0
350850,CACAPAVA,Cap 21,117.0
350870,CACONDE,Cap 01,30.0
350870,CACONDE,Cap 02,26.0
350870,CACONDE,Cap 03,17.0
350870,CACONDE,Cap 04,91.0
350870,CACONDE,Cap 05,6.0
350870,CACONDE,Cap 06,14.0
350870,CACONDE,Cap 08,1.0
350870,CACONDE,Cap 09,401.0
350870,CACONDE,Cap 10,205.0
350870,CACONDE,Cap 11,466.0
350870,CACONDE,Cap 12,20.0
350870,CACONDE,Cap 13,1.0
350870,CACONDE,Cap 14,362.0
350870,CACONDE,Cap 17,8.0
350870,CACONDE,Cap 18,34.0
350870,CACONDE,Cap 19,56.0
350870,CACONDE,Cap 21,192.0
350880,CAFELANDIA,Cap 01,20.0
350880,CAFELANDIA,Cap 03,13.0
350880,CAFELANDIA,Cap 04,68.0
350880,CAFELANDIA,Cap 05,2.0
350880,CAFELANDIA,Cap 06,157.0
350880,CAFELANDIA,Cap 09,88.0
350880,CAFELANDIA,Cap 10,138.0
350880,CAFELANDIA,Cap 11,51.0
350880,CAFELANDIA,Cap 12,25.0
350880,CAFELANDIA,Cap 13,16.0
350880,CAFELANDIA,Cap 14,111.0
350880,CAFELANDIA,Cap 15,69.0
350880,CAFELANDIA,Cap 16,2.0
350880,CAFELANDIA,Cap 19,82.0
350880,CAFELANDIA,Cap 21,2.0
350900,CAIEIRAS,Cap 01,73.0
350900,CAIEIRAS,Cap 02,7.0
350900,CAIEIRAS,Cap 03,24.0
350900,CAIEIRAS,Cap 04,51.0
350900,CAIEIRAS,Cap 05,35.0
350900,CAIEIRAS,Cap 06,25.0
350900,CAIEIRAS,Cap 07,1.0
350900,CAIEIRAS,Cap 09,310.0
350900,CAIEIRAS,Cap 10,355.0
350900,CAIEIRAS,Cap 11,88.0
350900,CAIEIRAS,Cap 12,30.0
350900,CAIEIRAS,Cap 13,2.0
350900,CAIEIRAS,Cap 14,183.0
350900,CAIEIRAS,Cap 15,2473.0
350900,CAIEIRAS,Cap 16,421.0
350900,CAIEIRAS,Cap 17,3.0
350900,CAIEIRAS,Cap 18,1042.0
350900,CAIEIRAS,Cap 19,19.0
350900,CAIEIRAS,Cap 21,10.0
350920,CAJAMAR,Cap 01,73.0
350920,CAJAMAR,Cap 02,57.0
350920,CAJAMAR,Cap 03,34.0
350920,CAJAMAR,Cap 04,112.0
350920,CAJAMAR,Cap 05,278.0
350920,CAJAMAR,Cap 06,70.0
350920,CAJAMAR,Cap 07,5.0
350920,CAJAMAR,Cap 08,6.0
350920,CAJAMAR,Cap 09,352.0
350920,CAJAMAR,Cap 10,332.0
350920,CAJAMAR,Cap 11,180.0
350920,CAJAMAR,Cap 12,52.0
350920,CAJAMAR,Cap 13,25.0
350920,CAJAMAR,Cap 14,213.0
350920,CAJAMAR,Cap 15,720.0
350920,CAJAMAR,Cap 16,10.0
350920,CAJAMAR,Cap 17,1.0
350920,CAJAMAR,Cap 18,219.0
350920,CAJAMAR,Cap 19,460.0
350920,CAJAMAR,Cap 21,296.0
350930,CAJOBI,Cap 01,41.0
350930,CAJOBI,Cap 02,134.0
350930,CAJOBI,Cap 03,7.0
350930,CAJOBI,Cap 04,6.0
350930,CAJOBI,Cap 09,9.0
350930,CAJOBI,Cap 10,113.0
350930,CAJOBI,Cap 11,38.0
350930,CAJOBI,Cap 12,1.0
350930,CAJOBI,Cap 13,1.0
350930,CAJOBI,Cap 14,100.0
350930,CAJOBI,Cap 15,37.0
350930,CAJOBI,Cap 18,1.0
350930,CAJOBI,Cap 19,3.0
350930,CAJOBI,Cap 21,6.0
350940,CAJURU,Cap 01,123.0
350940,CAJURU,Cap 02,89.0
350940,CAJURU,Cap 03,15.0
350940,CAJURU,Cap 04,159.0
350940,CAJURU,Cap 05,180.0
350940,CAJURU,Cap 06,32.0
350940,CAJURU,Cap 07,2.0
350940,CAJURU,Cap 08,8.0
350940,CAJURU,Cap 09,324.0
350940,CAJURU,Cap 10,481.0
350940,CAJURU,Cap 11,485.0
350940,CAJURU,Cap 12,314.0
350940,CAJURU,Cap 13,70.0
350940,CAJURU,Cap 14,309.0
350940,CAJURU,Cap 15,276.0
350940,CAJURU,Cap 16,13.0
350940,CAJURU,Cap 17,3.0
350940,CAJURU,Cap 18,110.0
350940,CAJURU,Cap 19,230.0
350940,CAJURU,Cap 21,48.0
350950,CAMPINAS,Cap 01,5264.0
350950,CAMPINAS,Cap 02,9533.0
350950,CAMPINAS,Cap 03,949.0
350950,CAMPINAS,Cap 04,1394.0
350950,CAMPINAS,Cap 05,1404.0
350950,CAMPINAS,Cap 06,1769.0
350950,CAMPINAS,Cap 07,3046.0
350950,CAMPINAS,Cap 08,417.0
350950,CAMPINAS,Cap 09,10237.0
350950,CAMPINAS,Cap 10,7902.0
350950,CAMPINAS,Cap 11,7879.0
350950,CAMPINAS,Cap 12,1415.0
350950,CAMPINAS,Cap 13,1657.0
350950,CAMPINAS,Cap 14,6961.0
350950,CAMPINAS,Cap 15,9526.0
350950,CAMPINAS,Cap 16,2035.0
350950,CAMPINAS,Cap 17,1775.0
350950,CAMPINAS,Cap 18,3518.0
350950,CAMPINAS,Cap 19,7118.0
350950,CAMPINAS,Cap 21,3685.0
350960,CAMPO LIMPO PAULISTA,Cap 01,222.0
350960,CAMPO LIMPO PAULISTA,Cap 02,42.0
350960,CAMPO LIMPO PAULISTA,Cap 03,46.0
350960,CAMPO LIMPO PAULISTA,Cap 04,108.0
350960,CAMPO LIMPO PAULISTA,Cap 05,3.0
350960,CAMPO LIMPO PAULISTA,Cap 06,76.0
350960,CAMPO LIMPO PAULISTA,Cap 08,5.0
350960,CAMPO LIMPO PAULISTA,Cap 09,434.0
350960,CAMPO LIMPO PAULISTA,Cap 10,550.0
350960,CAMPO LIMPO PAULISTA,Cap 11,238.0
350960,CAMPO LIMPO PAULISTA,Cap 12,61.0
350960,CAMPO LIMPO PAULISTA,Cap 13,26.0
350960,CAMPO LIMPO PAULISTA,Cap 14,336.0
350960,CAMPO LIMPO PAULISTA,Cap 15,1044.0
350960,CAMPO LIMPO PAULISTA,Cap 16,41.0
350960,CAMPO LIMPO PAULISTA,Cap 17,7.0
350960,CAMPO LIMPO PAULISTA,Cap 18,12.0
350960,CAMPO LIMPO PAULISTA,Cap 19,438.0
350960,CAMPO LIMPO PAULISTA,Cap 21,319.0
350970,CAMPOS DO JORDAO,Cap 01,407.0
350970,CAMPOS DO JORDAO,Cap 02,33.0
350970,CAMPOS DO JORDAO,Cap 03,8.0
350970,CAMPOS DO JORDAO,Cap 04,54.0
350970,CAMPOS DO JORDAO,Cap 05,39.0
350970,CAMPOS DO JORDAO,Cap 06,55.0
350970,CAMPOS DO JORDAO,Cap 08,1.0
350970,CAMPOS DO JORDAO,Cap 09,241.0
350970,CAMPOS DO JORDAO,Cap 10,352.0
350970,CAMPOS DO JORDAO,Cap 11,235.0
350970,CAMPOS DO JORDAO,Cap 12,46.0
350970,CAMPOS DO JORDAO,Cap 13,28.0
350970,CAMPOS DO JORDAO,Cap 14,341.0
350970,CAMPOS DO JORDAO,Cap 15,659.0
350970,CAMPOS DO JORDAO,Cap 16,94.0
350970,CAMPOS DO JORDAO,Cap 17,19.0
350970,CAMPOS DO JORDAO,Cap 18,38.0
350970,CAMPOS DO JORDAO,Cap 19,11.0
350970,CAMPOS DO JORDAO,Cap 21,140.0
351000,CANDIDO MOTA,Cap 01,13.0
351000,CANDIDO MOTA,Cap 02,80.0
351000,CANDIDO MOTA,Cap 03,41.0
351000,CANDIDO MOTA,Cap 04,47.0
351000,CANDIDO MOTA,Cap 05,1.0
351000,CANDIDO MOTA,Cap 06,30.0
351000,CANDIDO MOTA,Cap 09,489.0
351000,CANDIDO MOTA,Cap 10,306.0
351000,CANDIDO MOTA,Cap 11,542.0
351000,CANDIDO MOTA,Cap 12,170.0
351000,CANDIDO MOTA,Cap 13,35.0
351000,CANDIDO MOTA,Cap 14,276.0
351000,CANDIDO MOTA,Cap 15,146.0
351000,CANDIDO MOTA,Cap 16,8.0
351000,CANDIDO MOTA,Cap 17,6.0
351000,CANDIDO MOTA,Cap 18,33.0
351000,CANDIDO MOTA,Cap 19,130.0
351000,CANDIDO MOTA,Cap 21,131.0
351020,CAPAO BONITO,Cap 01,104.0
351020,CAPAO BONITO,Cap 02,33.0
351020,CAPAO BONITO,Cap 03,53.0
351020,CAPAO BONITO,Cap 04,96.0
351020,CAPAO BONITO,Cap 05,40.0
351020,CAPAO BONITO,Cap 06,16.0
351020,CAPAO BONITO,Cap 07,124.0
351020,CAPAO BONITO,Cap 08,3.0
351020,CAPAO BONITO,Cap 09,337.0
351020,CAPAO BONITO,Cap 10,425.0
351020,CAPAO BONITO,Cap 11,365.0
351020,CAPAO BONITO,Cap 12,24.0
351020,CAPAO BONITO,Cap 13,30.0
351020,CAPAO BONITO,Cap 14,277.0
351020,CAPAO BONITO,Cap 15,621.0
351020,CAPAO BONITO,Cap 16,46.0
351020,CAPAO BONITO,Cap 17,5.0
351020,CAPAO BONITO,Cap 18,66.0
351020,CAPAO BONITO,Cap 19,155.0
351020,CAPAO BONITO,Cap 21,102.0
351040,CAPIVARI,Cap 01,102.0
351040,CAPIVARI,Cap 02,93.0
351040,CAPIVARI,Cap 03,17.0
351040,CAPIVARI,Cap 04,86.0
351040,CAPIVARI,Cap 05,70.0
351040,CAPIVARI,Cap 06,36.0
351040,CAPIVARI,Cap 07,7.0
351040,CAPIVARI,Cap 08,6.0
351040,CAPIVARI,Cap 09,333.0
351040,CAPIVARI,Cap 10,320.0
351040,CAPIVARI,Cap 11,264.0
351040,CAPIVARI,Cap 12,124.0
351040,CAPIVARI,Cap 13,28.0
351040,CAPIVARI,Cap 14,189.0
351040,CAPIVARI,Cap 15,520.0
351040,CAPIVARI,Cap 16,24.0
351040,CAPIVARI,Cap 17,5.0
351040,CAPIVARI,Cap 18,61.0
351040,CAPIVARI,Cap 19,345.0
351040,CAPIVARI,Cap 21,93.0
351050,CARAGUATATUBA,Cap 01,429.0
351050,CARAGUATATUBA,Cap 02,3513.0
351050,CARAGUATATUBA,Cap 03,111.0
351050,CARAGUATATUBA,Cap 04,171.0
351050,CARAGUATATUBA,Cap 05,161.0
351050,CARAGUATATUBA,Cap 06,294.0
351050,CARAGUATATUBA,Cap 07,1314.0
351050,CARAGUATATUBA,Cap 08,16.0
351050,CARAGUATATUBA,Cap 09,2316.0
351050,CARAGUATATUBA,Cap 10,1372.0
351050,CARAGUATATUBA,Cap 11,3913.0
351050,CARAGUATATUBA,Cap 12,2178.0
351050,CARAGUATATUBA,Cap 13,549.0
351050,CARAGUATATUBA,Cap 14,2333.0
351050,CARAGUATATUBA,Cap 15,1833.0
351050,CARAGUATATUBA,Cap 16,350.0
351050,CARAGUATATUBA,Cap 17,225.0
351050,CARAGUATATUBA,Cap 18,211.0
351050,CARAGUATATUBA,Cap 19,2037.0
351050,CARAGUATATUBA,Cap 21,322.0
351060,CARAPICUIBA,Cap 01,524.0
351060,CARAPICUIBA,Cap 02,451.0
351060,CARAPICUIBA,Cap 03,116.0
351060,CARAPICUIBA,Cap 04,306.0
351060,CARAPICUIBA,Cap 05,273.0
351060,CARAPICUIBA,Cap 06,248.0
351060,CARAPICUIBA,Cap 07,11.0
351060,CARAPICUIBA,Cap 08,13.0
351060,CARAPICUIBA,Cap 09,1597.0
351060,CARAPICUIBA,Cap 10,1175.0
351060,CARAPICUIBA,Cap 11,2368.0
351060,CARAPICUIBA,Cap 12,1420.0
351060,CARAPICUIBA,Cap 13,555.0
351060,CARAPICUIBA,Cap 14,764.0
351060,CARAPICUIBA,Cap 15,3579.0
351060,CARAPICUIBA,Cap 16,734.0
351060,CARAPICUIBA,Cap 17,160.0
351060,CARAPICUIBA,Cap 18,236.0
351060,CARAPICUIBA,Cap 19,1980.0
351060,CARAPICUIBA,Cap 21,533.0
351070,CARDOSO,Cap 01,16.0
351070,CARDOSO,Cap 02,6.0
351070,CARDOSO,Cap 03,13.0
351070,CARDOSO,Cap 04,32.0
351070,CARDOSO,Cap 09,16.0
351070,CARDOSO,Cap 10,105.0
351070,CARDOSO,Cap 11,72.0
351070,CARDOSO,Cap 12,14.0
351070,CARDOSO,Cap 13,3.0
351070,CARDOSO,Cap 14,136.0
351070,CARDOSO,Cap 18,3.0
351070,CARDOSO,Cap 19,1.0
351080,CASA BRANCA,Cap 01,80.0
351080,CASA BRANCA,Cap 02,37.0
351080,CASA BRANCA,Cap 03,21.0
351080,CASA BRANCA,Cap 04,84.0
351080,CASA BRANCA,Cap 05,585.0
351080,CASA BRANCA,Cap 06,13.0
351080,CASA BRANCA,Cap 07,1.0
351080,CASA BRANCA,Cap 08,1.0
351080,CASA BRANCA,Cap 09,275.0
351080,CASA BRANCA,Cap 10,211.0
351080,CASA BRANCA,Cap 11,198.0
351080,CASA BRANCA,Cap 12,66.0
351080,CASA BRANCA,Cap 13,99.0
351080,CASA BRANCA,Cap 14,221.0
351080,CASA BRANCA,Cap 16,3.0
351080,CASA BRANCA,Cap 17,5.0
351080,CASA BRANCA,Cap 18,20.0
351080,CASA BRANCA,Cap 19,278.0
351080,CASA BRANCA,Cap 21,64.0
351100,CASTILHO,Cap 01,23.0
351100,CASTILHO,Cap 02,26.0
351100,CASTILHO,Cap 03,1.0
351100,CASTILHO,Cap 04,25.0
351100,CASTILHO,Cap 05,58.0
351100,CASTILHO,Cap 06,16.0
351100,CASTILHO,Cap 09,416.0
351100,CASTILHO,Cap 10,84.0
351100,CASTILHO,Cap 11,143.0
351100,CASTILHO,Cap 12,16.0
351100,CASTILHO,Cap 13,2.0
351100,CASTILHO,Cap 14,68.0
351100,CASTILHO,Cap 18,56.0
351100,CASTILHO,Cap 19,12.0
351110,CATANDUVA,Cap 01,539.0
351110,CATANDUVA,Cap 02,1827.0
351110,CATANDUVA,Cap 03,103.0
351110,CATANDUVA,Cap 04,299.0
351110,CATANDUVA,Cap 05,1325.0
351110,CATANDUVA,Cap 06,311.0
351110,CATANDUVA,Cap 07,356.0
351110,CATANDUVA,Cap 08,14.0
351110,CATANDUVA,Cap 09,2472.0
351110,CATANDUVA,Cap 10,1894.0
351110,CATANDUVA,Cap 11,1510.0
351110,CATANDUVA,Cap 12,340.0
351110,CATANDUVA,Cap 13,524.0
351110,CATANDUVA,Cap 14,1769.0
351110,CATANDUVA,Cap 15,1843.0
351110,CATANDUVA,Cap 16,489.0
351110,CATANDUVA,Cap 17,119.0
351110,CATANDUVA,Cap 18,233.0
351110,CATANDUVA,Cap 19,2808.0
351110,CATANDUVA,Cap 21,222.0
351140,CERQUEIRA CESAR,Cap 01,37.0
351140,CERQUEIRA CESAR,Cap 02,86.0
351140,CERQUEIRA CESAR,Cap 03,31.0
351140,CERQUEIRA CESAR,Cap 04,63.0
351140,CERQUEIRA CESAR,Cap 05,83.0
351140,CERQUEIRA CESAR,Cap 06,34.0
351140,CERQUEIRA CESAR,Cap 07,120.0
351140,CERQUEIRA CESAR,Cap 09,95.0
351140,CERQUEIRA CESAR,Cap 10,183.0
351140,CERQUEIRA CESAR,Cap 11,180.0
351140,CERQUEIRA CESAR,Cap 12,52.0
351140,CERQUEIRA CESAR,Cap 13,15.0
351140,CERQUEIRA CESAR,Cap 14,152.0
351140,CERQUEIRA CESAR,Cap 15,259.0
351140,CERQUEIRA CESAR,Cap 16,37.0
351140,CERQUEIRA CESAR,Cap 17,1.0
351140,CERQUEIRA CESAR,Cap 18,10.0
351140,CERQUEIRA CESAR,Cap 19,107.0
351140,CERQUEIRA CESAR,Cap 21,49.0
351150,CERQUILHO,Cap 01,47.0
351150,CERQUILHO,Cap 02,20.0
351150,CERQUILHO,Cap 03,10.0
351150,CERQUILHO,Cap 04,52.0
351150,CERQUILHO,Cap 05,54.0
351150,CERQUILHO,Cap 06,16.0
351150,CERQUILHO,Cap 09,198.0
351150,CERQUILHO,Cap 10,180.0
351150,CERQUILHO,Cap 11,72.0
351150,CERQUILHO,Cap 12,33.0
351150,CERQUILHO,Cap 13,5.0
351150,CERQUILHO,Cap 14,137.0
351150,CERQUILHO,Cap 16,1.0
351150,CERQUILHO,Cap 18,15.0
351150,CERQUILHO,Cap 19,154.0
351150,CERQUILHO,Cap 21,10.0
351160,CESARIO LANGE,Cap 01,30.0
351160,CESARIO LANGE,Cap 02,17.0
351160,CESARIO LANGE,Cap 03,16.0
351160,CESARIO LANGE,Cap 04,33.0
351160,CESARIO LANGE,Cap 05,1.0
351160,CESARIO LANGE,Cap 06,5.0
351160,CESARIO LANGE,Cap 08,1.0
351160,CESARIO LANGE,Cap 09,99.0
351160,CESARIO LANGE,Cap 10,60.0
351160,CESARIO LANGE,Cap 11,178.0
351160,CESARIO LANGE,Cap 12,7.0
351160,CESARIO LANGE,Cap 13,3.0
351160,CESARIO LANGE,Cap 14,63.0
351160,CESARIO LANGE,Cap 15,2.0
351160,CESARIO LANGE,Cap 16,2.0
351160,CESARIO LANGE,Cap 18,5.0
351160,CESARIO LANGE,Cap 19,19.0
351160,CESARIO LANGE,Cap 21,10.0
351170,CHARQUEADA,Cap 01,17.0
351170,CHARQUEADA,Cap 02,3.0
351170,CHARQUEADA,Cap 03,2.0
351170,CHARQUEADA,Cap 04,8.0
351170,CHARQUEADA,Cap 05,2.0
351170,CHARQUEADA,Cap 06,4.0
351170,CHARQUEADA,Cap 09,36.0
351170,CHARQUEADA,Cap 10,60.0
351170,CHARQUEADA,Cap 11,10.0
351170,CHARQUEADA,Cap 12,10.0
351170,CHARQUEADA,Cap 13,5.0
351170,CHARQUEADA,Cap 14,51.0
351170,CHARQUEADA,Cap 18,103.0
351170,CHARQUEADA,Cap 21,1.0
351190,CLEMENTINA,Cap 01,18.0
351190,CLEMENTINA,Cap 02,5.0
351190,CLEMENTINA,Cap 04,9.0
351190,CLEMENTINA,Cap 06,11.0
351190,CLEMENTINA,Cap 09,18.0
351190,CLEMENTINA,Cap 10,67.0
351190,CLEMENTINA,Cap 11,17.0
351190,CLEMENTINA,Cap 12,8.0
351190,CLEMENTINA,Cap 13,3.0
351190,CLEMENTINA,Cap 14,36.0
351190,CLEMENTINA,Cap 18,4.0
351190,CLEMENTINA,Cap 19,8.0
351190,CLEMENTINA,Cap 21,33.0
351200,COLINA,Cap 01,73.0
351200,COLINA,Cap 02,21.0
351200,COLINA,Cap 03,20.0
351200,COLINA,Cap 04,28.0
351200,COLINA,Cap 05,16.0
351200,COLINA,Cap 06,56.0
351200,COLINA,Cap 08,1.0
351200,COLINA,Cap 09,113.0
351200,COLINA,Cap 10,119.0
351200,COLINA,Cap 11,108.0
351200,COLINA,Cap 12,20.0
351200,COLINA,Cap 13,25.0
351200,COLINA,Cap 14,166.0
351200,COLINA,Cap 15,127.0
351200,COLINA,Cap 16,1.0
351200,COLINA,Cap 17,1.0
351200,COLINA,Cap 18,42.0
351200,COLINA,Cap 19,135.0
351200,COLINA,Cap 21,13.0
351210,COLOMBIA,Cap 04,1.0
351210,COLOMBIA,Cap 09,1.0
351210,COLOMBIA,Cap 12,3.0
351210,COLOMBIA,Cap 18,17.0
351220,CONCHAL,Cap 01,130.0
351220,CONCHAL,Cap 02,174.0
351220,CONCHAL,Cap 03,27.0
351220,CONCHAL,Cap 04,62.0
351220,CONCHAL,Cap 05,21.0
351220,CONCHAL,Cap 06,28.0
351220,CONCHAL,Cap 07,421.0
351220,CONCHAL,Cap 08,3.0
351220,CONCHAL,Cap 09,268.0
351220,CONCHAL,Cap 10,225.0
351220,CONCHAL,Cap 11,240.0
351220,CONCHAL,Cap 12,138.0
351220,CONCHAL,Cap 13,44.0
351220,CONCHAL,Cap 14,185.0
351220,CONCHAL,Cap 15,352.0
351220,CONCHAL,Cap 16,74.0
351220,CONCHAL,Cap 17,7.0
